"","condition","metric","year","lga_code_16","point","lower","upper","se","RSE","EP","ERP"
"88","Coronary heart disease","ASYLL per 100000",2015,56160,1386.16408027941,756.829057276847,2140.76244469405,362.750743248463,26.1693942592526,0.874285714285714,284
"89","Coronary heart disease","ASYLL per 100000",2015,56230,801.501073572496,609.678386668019,997.12486354452,99.7917914119602,12.4506123201012,0.0145238095238095,32342.9230769231
"90","Coronary heart disease","ASYLL per 100000",2015,56300,982.952964504512,598.23593392709,1450.35454836319,221.288127287762,22.5125855741541,0.391428571428571,2680
"91","Coronary heart disease","ASYLL per 100000",2015,56370,1093.10544719254,642.579518909514,1598.18498095842,246.749798331026,22.5732841204628,0.587261904761905,1669.69230769231
"92","Coronary heart disease","ASYLL per 100000",2015,56460,1194.61635698619,860.184669275085,1581.01198517736,185.390569686816,15.518837374245,0.814107142857143,10425.0769230769
"93","Coronary heart disease","ASYLL per 100000",2015,56580,1024.99014646841,808.237386708865,1246.81114422898,111.881495522927,10.9153727875739,0.442202380952381,44574.9230769231
"94","Coronary heart disease","ASYLL per 100000",2015,56620,2201.6074875576,1254.59243853039,3504.43149774344,593.144251239214,26.9414168779573,0.997738095238095,3292.61538461538
"95","Coronary heart disease","ASYLL per 100000",2015,56730,1562.37851723742,1196.49008004821,1932.46006976743,189.016865814515,12.098020020701,0.99922619047619,22123.6923076923
"96","Coronary heart disease","ASYLL per 100000",2015,56790,1110.61832794431,742.486816274201,1556.41040761743,211.254138518916,19.021308509282,0.635238095238095,6491.07692307692
"97","Coronary heart disease","ASYLL per 100000",2015,56860,1471.99196104887,796.991142588936,2312.79274320803,397.35557052646,26.9944117251378,0.906726190476191,496
"98","Coronary heart disease","ASYLL per 100000",2015,56930,1065.26631296742,651.431306342751,1548.7803230861,237.197645399575,22.2665114358901,0.539761904761905,3377.84615384615
"99","Coronary heart disease","ASYLL per 100000",2015,57000,1147.69310606693,643.580510653466,1780.60575989463,300.064104530802,26.1449775157317,0.654107142857143,1445.07692307692
"100","Coronary heart disease","ASYLL per 100000",2015,57080,690.941372146977,518.085367270936,894.764504320641,96.800591528813,14.009957346746,0.00113095238095238,49308.1538461538
"101","Coronary heart disease","ASYLL per 100000",2015,57140,1109.27561464846,681.056268391973,1633.56112728706,247.060971055035,22.2722800170209,0.612440476190476,2375.38461538462
"102","Coronary heart disease","ASYLL per 100000",2015,57210,1111.70192992091,776.241919959057,1477.52266593662,180.264062920159,16.215143472224,0.657619047619048,10227.2307692308
"103","Coronary heart disease","ASYLL per 100000",2015,57280,2627.21879239994,1906.19183232865,3421.53698692444,391.06335083901,14.8850697920662,1,30538.3076923077
"104","Coronary heart disease","ASYLL per 100000",2015,57350,1314.71209386796,835.106316121807,1873.05455571104,268.095933878746,20.391988111252,0.880416666666667,2095.23076923077
"105","Coronary heart disease","ASYLL per 100000",2015,57420,1005.66289427339,600.30307646606,1519.11940967124,241.126626871253,23.9768841273071,0.441190476190476,3863.84615384615
"106","Coronary heart disease","ASYLL per 100000",2015,57490,976.782494880142,837.458032950619,1136.2454612739,77.5579262356147,7.94014293275512,0.214047619047619,240336.461538462
"107","Coronary heart disease","ASYLL per 100000",2015,57630,1490.80669362976,828.780293671794,2280.32361189579,382.382579068384,25.649373637931,0.921607142857143,199.076923076923
"108","Coronary heart disease","ASYLL per 100000",2015,57700,851.515955877477,635.635433816998,1082.94173385062,114.753338745461,13.4763580122476,0.0623809523809524,48189.3846153846
"109","Coronary heart disease","ASYLL per 100000",2015,57770,1543.06242756423,908.603456720784,2355.52201807792,379.609664171911,24.6010567939974,0.946190476190476,1855.69230769231
"110","Coronary heart disease","ASYLL per 100000",2015,57840,1223.69091285741,1032.50769060246,1438.03952195667,103.420626702844,8.45153180563789,0.972797619047619,87300.3076923077
"111","Coronary heart disease","ASYLL per 100000",2015,57910,1006.68437519139,894.252925398796,1119.66891207445,57.6527260252575,5.72699124433085,0.266607142857143,428400.769230769
"112","Coronary heart disease","ASYLL per 100000",2015,57980,1345.97386995309,1079.08544345004,1628.91031810617,141.831230040057,10.537443051922,0.990476190476191,33005.3846153846
"113","Coronary heart disease","ASYLL per 100000",2015,58050,1066.09992257115,916.162528935872,1231.55665166736,80.6438948199856,7.56438426761108,0.626607142857143,254496.461538462
"114","Coronary heart disease","ASYLL per 100000",2015,58190,1309.62823149175,724.183770087838,2078.37513284292,355.857495332613,27.1724056320372,0.81,820.461538461538
"115","Coronary heart disease","ASYLL per 100000",2015,58260,1022.72078124477,583.042183653117,1602.00303944812,269.019741080667,26.304319420716,0.473333333333333,1242.61538461538
"116","Coronary heart disease","ASYLL per 100000",2015,58330,937.641143953037,639.92112981083,1288.65453884571,169.173325141385,18.0424383286084,0.274702380952381,9021.38461538462
"117","Coronary heart disease","ASYLL per 100000",2015,58400,1465.72111553109,851.459735994926,2256.48822637842,371.866212396924,25.3708709287566,0.916547619047619,718.769230769231
"118","Coronary heart disease","ASYLL per 100000",2015,58470,1553.3925272969,865.850853702516,2457.42689533786,429.233491452456,27.6320043974575,0.940238095238095,545.692307692308
"119","Coronary heart disease","ASYLL per 100000",2015,58510,1441.14163686519,1217.3698731205,1687.00846480705,119.528501724382,8.29401487451182,0.999761904761905,71122.3076923077
"120","Coronary heart disease","ASYLL per 100000",2015,58540,1158.42870978273,714.648450245235,1743.60162006249,273.368982737617,23.5982568827123,0.677023809523809,1858.76923076923
"121","Coronary heart disease","ASYLL per 100000",2015,58570,1431.30079782433,1177.98209264872,1703.25576318723,133.728686971528,9.34315743935895,0.999285714285714,69630.7692307692
"122","Coronary heart disease","ASYLL per 100000",2015,58610,1495.63473624279,990.287270884821,2087.04176766632,284.046518612094,18.9917037715808,0.97172619047619,3760.76923076923
"123","Coronary heart disease","ASYLL per 100000",2015,58680,1019.78672879914,618.542012712693,1532.47087214054,238.808706802021,23.4175146683105,0.462202380952381,877.230769230769
"124","Coronary heart disease","ASYLL per 100000",2015,58760,978.631494625114,846.961941900386,1109.04063139898,66.5115169029497,6.79638017662903,0.174821428571429,358399.538461538
"125","Coronary heart disease","ASYLL per 100000",2015,58820,1280.94509869463,904.064638357141,1722.41919838773,212.881913051568,16.6191285847075,0.892440476190476,7936.61538461538
"126","Coronary heart disease","ASYLL per 100000",2015,58890,1104.94321047018,649.6532538618,1619.02737860951,255.461484822264,23.1198746145116,0.603630952380952,1698.76923076923
"127","Coronary heart disease","ASYLL per 100000",2015,59030,1281.55935483532,715.775070715363,2017.47732481972,342.064095828445,26.691240989958,0.791666666666667,585.846153846154
"128","Coronary heart disease","ASYLL per 100000",2015,59100,998.635131795041,581.479532930901,1497.88530556092,238.078151144579,23.8403540557035,0.427857142857143,1492.61538461538
"129","Coronary heart disease","ASYLL per 100000",2015,59170,1138.11110260163,683.271261479984,1673.80707441765,257.69626992645,22.6424528622361,0.652857142857143,1959.53846153846
"130","Coronary heart disease","ASYLL per 100000",2015,59250,1791.35964498773,1009.576663077,2812.24191558574,475.681231009279,26.5542004555169,0.980892857142857,1844.30769230769
"131","Coronary heart disease","ASYLL per 100000",2015,59310,1234.1626210471,759.319392376197,1813.46939069522,274.442415430577,22.2371355889657,0.782738095238095,2793.38461538462
"132","Coronary heart disease","ASYLL per 100000",2015,59320,1085.0340784693,597.660106969677,1679.16012631829,284.110679537107,26.1844936647439,0.565416666666667,854.461538461538
"133","Coronary heart disease","ASYLL per 100000",2015,59330,1083.80980178008,630.14903479382,1604.67219469671,252.74500130152,23.3200512568168,0.568809523809524,1048
"134","Coronary heart disease","ASYLL per 100000",2015,59340,2278.74777365057,1526.59859124409,3112.77541611319,407.500379097235,17.8826451882569,0.999940476190476,15617.2307692308
"135","Coronary heart disease","ASYLL per 100000",2015,59350,1253.67126284715,701.144587103353,1881.54334594685,308.753127285558,24.6279177353371,0.776785714285714,748.615384615385
"136","Coronary heart disease","ASYLL per 100000",2015,59360,1153.62671396332,700.221852759112,1666.65074559672,249.859056078993,21.6585705804779,0.682916666666667,2811.23076923077
"137","Coronary heart disease","ASYLL per 100000",2015,59370,1068.55088793294,729.867716942773,1421.68089899642,178.755275619321,16.7287564530609,0.564702380952381,7065.84615384615
"138","Coronary heart disease","ASYLL per 100000",2016,50080,963.919360320074,800.413610079534,1138.24565705255,86.3264360639254,8.95577364845751,0.517678571428571,72671.6923076923
"139","Coronary heart disease","ASYLL per 100000",2016,50210,1017.03518272252,849.700500219823,1189.06588212356,86.6135082207642,8.51627452935371,0.751011904761905,150279.692307692
"140","Coronary heart disease","ASYLL per 100000",2016,50250,1116.46852037581,726.073239827027,1592.24922857492,224.111325020857,20.0732327809314,0.773214285714286,23463.0769230769
"141","Coronary heart disease","ASYLL per 100000",2016,50280,829.442366343475,613.265024493763,1063.72524352136,116.277395128686,14.0187431757658,0.142559523809524,27826.6153846154
"142","Coronary heart disease","ASYLL per 100000",2016,50350,1477.94099186627,1176.73151459269,1800.36568677191,158.342282317849,10.713708002503,0.999940476190476,30927.0769230769
"143","Coronary heart disease","ASYLL per 100000",2016,50420,1325.79145148675,1147.81329506834,1518.99168175554,95.2014441368493,7.18072544743668,1,135014
"144","Coronary heart disease","ASYLL per 100000",2016,50490,1109.42908601844,909.598193188822,1303.63824992824,100.8251483831,9.08802100591624,0.935892857142857,78813.8461538462
"145","Coronary heart disease","ASYLL per 100000",2016,50560,990.811884703326,627.735394159682,1412.94632762929,204.963988854562,20.6864685435151,0.559761904761905,3392.61538461538
"146","Coronary heart disease","ASYLL per 100000",2016,50630,1074.47825381952,654.126906656448,1572.57704943746,240.366380096731,22.3705206915342,0.702261904761905,3971.23076923077
"147","Coronary heart disease","ASYLL per 100000",2016,50770,1346.20754902305,898.514119739454,1897.69831552063,261.658870783567,19.4367407145691,0.963333333333333,3353.07692307692
"148","Coronary heart disease","ASYLL per 100000",2016,50840,1098.41189519206,763.549341992294,1466.61612303835,182.087761552521,16.5773661364694,0.791726190476191,9149.69230769231
"149","Coronary heart disease","ASYLL per 100000",2016,50910,1430.82538301518,891.900766713229,2064.08809493953,308.878144425128,21.5874101823821,0.969761904761905,1979.53846153846
"150","Coronary heart disease","ASYLL per 100000",2016,50980,1700.14528397005,1257.85524347086,2226.25599912126,250.270548494589,14.7205389359535,0.999821428571429,32889.5384615385
"151","Coronary heart disease","ASYLL per 100000",2016,51080,953.551827839723,535.159681090639,1458.00558909555,241.807772494223,25.3586397125409,0.488869047619048,2326.15384615385
"152","Coronary heart disease","ASYLL per 100000",2016,51120,1159.84084255903,671.522385927936,1695.34778739875,266.910637800801,23.0126951911694,0.798869047619048,1934.61538461538
"153","Coronary heart disease","ASYLL per 100000",2016,51190,1045.38248977494,866.664313530265,1239.19657948593,95.7175548576237,9.15622327653782,0.825238095238095,64566.6153846154
"154","Coronary heart disease","ASYLL per 100000",2016,51260,967.350818001982,801.212922558061,1151.65377433008,90.0243896507534,9.30628144158648,0.534642857142857,70148.1538461538
"155","Coronary heart disease","ASYLL per 100000",2016,51310,860.432522153334,694.928868979376,1035.53208892034,87.5943015927395,10.1802639181425,0.136011904761905,55168.9230769231
"156","Coronary heart disease","ASYLL per 100000",2016,51330,870.471466615213,738.77669835551,1011.63388298408,70.2960502643041,8.07562946751684,0.11375,183436.769230769
"157","Coronary heart disease","ASYLL per 100000",2016,51400,641.186414309661,447.67023814349,858.566933022449,107.193291384987,16.7179604858592,0.00577380952380952,32447.6923076923
"158","Coronary heart disease","ASYLL per 100000",2016,51470,903.094564981161,470.651248048044,1432.87908115802,252.654015580645,27.9764739350319,0.404642857142857,1152.46153846154
"159","Coronary heart disease","ASYLL per 100000",2016,51540,1770.94969507429,1248.39997533138,2357.12699002071,286.411058023536,16.172738210473,0.999821428571429,11503.6923076923
"160","Coronary heart disease","ASYLL per 100000",2016,51610,869.67267794372,444.052624998008,1372.66340250271,246.7830631268,28.3765454964391,0.356011904761905,2688.76923076923
"161","Coronary heart disease","ASYLL per 100000",2016,51680,916.834380270045,614.592179680406,1269.40692739654,169.977460439148,18.539603672921,0.398630952380952,10260.6153846154
"162","Coronary heart disease","ASYLL per 100000",2016,51750,1214.62935600586,950.611969960242,1480.88791797653,136.154500007454,11.2095512375215,0.979702380952381,20584.1538461538
"163","Coronary heart disease","ASYLL per 100000",2016,51820,995.221552090538,853.158729781756,1149.54437520446,75.6404745179386,7.60036540196,0.69375,205608.461538462
"164","Coronary heart disease","ASYLL per 100000",2016,51890,1258.81246472951,950.892219598407,1606.18581751626,169.008011770052,13.4259881043018,0.977857142857143,18115.2307692308
"165","Coronary heart disease","ASYLL per 100000",2016,51960,1380.35497434463,847.988274392534,2017.76325475338,305.071707524155,22.1009604916299,0.948809523809524,7716
"166","Coronary heart disease","ASYLL per 100000",2016,52030,1024.45557233162,607.485918464432,1535.7842828824,242.754531518122,23.6959550100959,0.611428571428571,2141.23076923077
"167","Coronary heart disease","ASYLL per 100000",2016,52100,1197.81632876289,752.724945462578,1695.52542273625,245.428276451782,20.489641905722,0.860654761904762,2295.53846153846
"168","Coronary heart disease","ASYLL per 100000",2016,52170,1041.28674485569,777.243802845211,1350.8064782051,147.50021373112,14.1651869151146,0.718928571428571,16421.6923076923
"169","Coronary heart disease","ASYLL per 100000",2016,52240,1164.36487537875,708.336375112274,1719.09503923797,264.769471515255,22.7393901270965,0.803869047619048,2197.84615384615
"170","Coronary heart disease","ASYLL per 100000",2016,52310,1084.45303075807,647.044661820747,1626.48677792915,257.964203049451,23.7874943158327,0.703928571428571,1750.30769230769
"171","Coronary heart disease","ASYLL per 100000",2016,52380,1590.90898162504,869.918922515551,2567.85474351783,456.403081477597,28.6881956635509,0.974107142857143,462.769230769231
